FID;Waterbody Name;area_ha;setname;wbrscode;Water body Code;District;state;Basin Code;Sub Basin
849281;Kodumudiyar;35.48802582;Kalakadu R F;R00856;Reservoir;Tirunelveli;Tamil Nadu;East flowing rivers between Pennar and Kanyakumari;Vaippar and others
847898;Koduru Reservoir;59.79622806;Kodur;R06529;Reservoir;Anantapur;Andhra Pradesh;Pennar;Pennar Upper
845951;Kohal;214.9631531;Pimpalgaon Kala;R06862;Reservoir;Yavatmal;Maharashtra;Godavari;Wardha
850375;Kohalli Reservoir;57.76425915;Ramateerth;R05684;Reservoir;Belagavi;Karnataka;Krishna;Krishna Upper
848555;Kohani Deori;31.11692269;Kohani;R02227;Reservoir;Mandla;Madhya Pradesh;Narmada;Narmada Upper
849710;Kohargaddi Tal;321.90015432;Bishunpar Bisrampur;R07588;Reservoir;Balrampur;Uttar Pradesh;Ganga;Ghaghara
848008;Kohdarh;38.44837222;Dongargaon;R02230;Reservoir;East Nimar;Madhya Pradesh;Narmada;Narmada Middle
849558;Kohira Reservoir;84.56326686;Majhganwan;R00926;Reservoir;Kaimur (Bhabua);Bihar;Ganga;Ghaghara Confluence to Gomti confluence
850006;Kohkatta;57.65592163;Reserved Forest;R00273;Reservoir;Rajnandgaon;Chhattisgarh;Mahanadi;Mahanadi Upper
847985;Kohpani;92.40240295;Kohpani;R02232;Reservoir;Chhindwara;Madhya Pradesh;Narmada;Narmada Upper
848118;Kohru;1.42772881;Pipaldlya;R06670;Reservoir;Dhar;Madhya Pradesh;Narmada;Narmada Middle
850079;Koil Sagar;1188.41039659;Ankilla;R01915;Reservoir;Mahabubnagar;Telangana;Krishna;Krishna Middle
849109;Koinari Tank;32.96913132;Kusmusi;R00274;Reservoir;Surajpur;Chhattisgarh;Ganga;Sone
849020;Koka;53.80180974;Koka Hansar;R02235;Reservoir;Satna;Madhya Pradesh;Ganga;Tons
846596;Kokangaon;5.82791619;Mohadi;R07371;Reservoir;Nashik;Maharashtra;Godavari;Godavari Upper
847683;Kokanipada;93.20815295;Jalkhe;R06760;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
851013;Kokisare (Khambalwadi);16.62801351;Khambalwadi;R04070;Reservoir;Sindhudurg;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
850486;Kol;428.84372812;Harnora;R07187;Reservoir;Bilaspur;Himachal Pradesh;Indus (Up to border);Satluj Upper
846497;Kolambi;18.48841615;Dabha;R04071;Reservoir;Washim;Maharashtra;Godavari;Wardha
848020;Kolar;1872.01590185;Abidabad;R02236;Reservoir;Sehore;Madhya Pradesh;Narmada;Narmada Middle
846308;Kolar;451.4331466;Nanda Gomukh;R02735;Reservoir;Nagpur;Maharashtra;Godavari;Weinganga
847589;Kolgaon;36.61736589;Kolgaon;R02237;Reservoir;Betul;Madhya Pradesh;Tapi;Tapi Upper
850561;Kolgaon;75.02535392;Kolgaon;R04073;Reservoir;Ahmednagar;Maharashtra;Krishna;Bhima Upper
850557;Kolgaondolas;35.73171011;Kolgaon Dolas;R04074;Reservoir;Pune;Maharashtra;Krishna;Bhima Upper
847706;Kolhe;101.80860175;Atalgavhan;R04075;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
847749;Kolhi;146.79607578;Amani;R04076;Reservoir;Washim;Maharashtra;Tapi;Tapi Upper
845719;Kolhi;74.75122818;Alapurwadi;R01122;Reservoir;Aurangabad;Maharashtra;Godavari;Godavari Upper
848539;Kolhigolar;35.72100492;Kolhi Golar;R04077;Reservoir;Buldhana;Maharashtra;Tapi;Tapi Upper
849969;Koliyari Tank;74.5803948;Khora Tola;R00276;Reservoir;Rajnandgaon;Chhattisgarh;Mahanadi;Mahanadi Upper
851045;Kolkewadi;170.39103557;Kolkewadi;R04992;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
847595;Kolki;12.90871113;Kolki;R02238;Reservoir;Barwani;Madhya Pradesh;Tapi;Tapi Middle
849443;Kolmahadeo Reservoir;25.5967131;Pathra;R00929;Reservoir;Nawada;Bihar;Ganga;Gandak and others
850803;Koloshi Reservoir;23.3684953;Keloshi Bk;R07723;Reservoir;Kolhapur;Maharashtra;Krishna;Krishna Upper
846498;Kolthan;19.35805962;Tuljapur;R04078;Reservoir;Aurangabad;Maharashtra;Godavari;Godavari Middle
845917;Kolwadi;54.92153149;Wadner;R04079;Reservoir;Aurangabad;Maharashtra;Godavari;Godavari Upper
848193;Kolwakhedi;111.29595722;Mangrol;R02239;Reservoir;Ratlam;Madhya Pradesh;Mahi;Mahi Upper
849800;Kolwali;0.44615319;Kolwadi;R07020;Reservoir;Pune;Maharashtra;Krishna;Bhima Upper
846499;Kolyachiwadi;21.24161766;Khambe;R04080;Reservoir;Ahmednagar;Maharashtra;Godavari;Godavari Upper
845841;Komaram Bheem;2041.02957871;Kotari;R02159;Reservoir;Kumuram Bheem Asifabad;Telangana;Godavari;Pranhita and others
845708;Komsettipally Project;14.22099922;Mogiligundla;R03556;Reservoir;Vikarabad;Telangana;Godavari;Manjra
846751;Komtor Cheruvu;178.09630253;Venkatapur;R07148;Reservoir;Medak;Telangana;Godavari;Manjra
846144;Konad;101.39929927;Sanjol;R04081;Reservoir;Buldhana;Maharashtra;Godavari;Godavari Middle
848397;Konajhir;51.17721942;Konajhir;R02240;Reservoir;Sehore;Madhya Pradesh;Ganga;Kali Sindh and others up to Confluence with Parbati
846500;Konambe Reservoir;26.32502181;Konambe;R04082;Reservoir;Nashik;Maharashtra;Godavari;Godavari Upper
849337;Konam Reservoir;182.78038718;Vurugonda;R01931;Reservoir;Visakhapatanam;Andhra Pradesh;East flowing rivers between Mahanadi and Pennar;Nagvati and other
848896;Konar;2006.04872709;Chidri Khurd;R00712;Reservoir;Bokaro;Jharkhand;Ganga;Damodar
846812;Konasamudram;60.9299447;Pothugal;R07146;Reservoir;Rajanna Sircilla;Telangana;Godavari;Pranhita and others
848665;Koncha;285.4310396;Bila Kheda;R02242;Reservoir;Ashoknagar;Madhya Pradesh;Ganga;Yamuna Lower
846495;Kondam Cheruvu;104.67341007;Amrabad;R03610;Reservoir;Nizamabad;Telangana;Godavari;Godavari Middle
850946;Kondane;0.64901981;Kondhane;R07231;Reservoir;Raigad;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
847504;Kondawal Dam;28.28216124;Ubhadagad;R04083;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
851012;Konde;8.84556169;Kondye Tarf Saundal;R04084;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
850336;Kondej;54.54939334;Kondhej;R04085;Reservoir;Solapur;Maharashtra;Krishna;Bhima Upper
850989;Kondgaon;47.89919098;Navghar;R04086;Reservoir;Raigad;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
850515;Kondhwal;3.81830226;Nigdale;R07351;Reservoir;Pune;Maharashtra;Krishna;Bhima Upper
850991;Kondivali;25.50284021;Kondivali Kh;R04087;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
850800;Kondiyl Tank;92.26643953;Kondajji;R07722;Reservoir;Davangere;Karnataka;Krishna;Tungabhadra Upper
850532;Kondoshi;15.63277156;Kondoshi;R04088;Reservoir;Kolhapur;Maharashtra;Krishna;Krishna Upper
846058;Kone;55.47418931;Vaghera;R04089;Reservoir;Nashik;Maharashtra;Godavari;Godavari Upper
850702;Kongal Cheruvu;428.19198109;Derveshpur at Dharvespur;R07428;Reservoir;Nalgonda;Telangana;Krishna;Krishna Lower
845662;Konheimunda Reservoir;82.84819012;Chutiaguda;R05826;Reservoir;Nabarangpur;Odisha;Godavari;Indravati
848685;Koop Reservoir;61.99059711;Sewanya Khurd;R02243;Reservoir;Dewas;Madhya Pradesh;Ganga;Kali Sindh and others up to Confluence with Parbati
850681;Kopar  Nalla Tank;8.54049069;Reserved Forest;R06555;Reservoir;Raigarh;Chhattisgarh;Mahanadi;Mahanadi Middle
849918;Kopar Reservoir;32.24543268;Krondha;R00279;Reservoir;Raigarh;Chhattisgarh;Mahanadi;Mahanadi Middle
850639;Kopra Tank;200.28865016;Bahtarai;R00280;Reservoir;Bilaspur;Chhattisgarh;Mahanadi;Mahanadi Upper
846341;Koradi;502.78650981;Warudi;R01333;Reservoir;Buldhana;Maharashtra;Godavari;Wardha
850478;Koragaonwadi Reservoir;51.2898594;Umarga;R04090;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Lower
847539;Kordi;122.53613489;Palshi;R03030;Reservoir;Nandurbar;Maharashtra;Tapi;Tapi Middle
850346;Koregaon;129.01938365;Koregaon;R04091;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Lower
850277;Koregaon (Solapur);74.46118832;Koregaon;R04092;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Upper
847015;Koriyani;54.7335092;Mundhvay;R05271;Reservoir;Kachchh;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Drainage of Rann
846953;Korle Satandi;209.48863833;Phanasgaon;R03078;Reservoir;Sindhudurg;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
848107;Kosania;12.6561035;Akaldhara;R02247;Reservoir;Alirajpur;Madhya Pradesh;Narmada;Narmada Lower
850604;Kosari;37.5729003;Kumbhari;R04093;Reservoir;Sangli;Maharashtra;Krishna;Bhima Upper
846019;Kosarteda;1122.18452847;Salemeta;R00995;Reservoir;Bastar;Chhattisgarh;Godavari;Indravati
848592;Kosduna;3.62330141;Kosduna;R02248;Reservoir;Alirajpur;Madhya Pradesh;Narmada;Narmada Middle
849862;Koska;99.28244607;Kusumada;R05827;Reservoir;Nayagarh;Odisha;Mahanadi;Mahanadi Lower
850801;Kosmi Tank;17.02041641;Mardadih;R07741;Reservoir;Gariyaband;Chhattisgarh;Mahanadi;Mahanadi Middle
848011;Kosmi Tank;73.25077745;Kosmi;R02249;Reservoir;Betul;Madhya Pradesh;Narmada;Narmada Upper
846591;Kostewadi;0.06357309;Mangal Sangvi;R07332;Reservoir;Nanded;Maharashtra;Godavari;Godavari Middle
845914;Kotabardi;26.09335353;Kotalbarri;R02251;Reservoir;Chhindwara;Madhya Pradesh;Godavari;Weinganga
847068;Kotadia;66.99240277;Kotadiya;R05272;Reservoir;Devbhumi Dwarka;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Bhadar and other west flowing rivers
848037;Kotalyakhedi;27.37766453;Kotalya Khedi;R02255;Reservoir;East Nimar;Madhya Pradesh;Narmada;Narmada Middle
849372;Kota Reservoir;36.45459489;Sashnai;R01178;Reservoir;Sonbhadra;Uttar Pradesh;Ganga;Sone
849928;Kotarimal Tank;9.93720444;Konpara;R00282;Reservoir;Raigarh;Chhattisgarh;Mahanadi;Mahanadi Middle
848234;Kotda;17.95002485;Kotda;R06633;Reservoir;Rajkot;Gujarat;Sabarmati;Sabarmati Lower
848995;Koteshwar Reservoir;26.92264667;Sountiyal Gaon;R00727;Reservoir;Tehri Garhwal;Uttarakhand;Ganga;Above Ramganga Confluence
847848;Kotgaon;72.83449599;Tambole Bk;R06770;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
800858;Kotha Barrage;2279.30290983;Bakwara;R07392;Reservoir;Vidisha;Madhya Pradesh;Ganga;Yamuna Lower
850078;Kothacheru;20.79120358;Mohammadabad;R03565;Reservoir;Mahabubnagar;Telangana;Krishna;Krishna Middle
849630;Kothagere Tank;195.3086108;Kodihalli;R07443;Reservoir;Tumakuru;Karnataka;Cauvery;Cauvery Middle
847502;Kothare;76.81741459;Rami;R04095;Reservoir;Dhule;Maharashtra;Tapi;Tapi Middle
849487;Kothari;567.7626979;Nandrai;R00481;Reservoir;Bhilwara;Rajasthan;Ganga;Banas
849973;Kothari Reservoir;9.80982885;Faraswani;R00283;Reservoir;Korba;Chhattisgarh;Mahanadi;Mahanadi Middle
847089;Kothariya Tank;99.15944423;Kothariya;R05274;Reservoir;Morbi;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Drainage of Rann
846815;Kothole;53.64887128;Tale;R06906;Reservoir;Ahmednagar;Maharashtra;Godavari;Godavari Upper
851018;Kothurde;30.17567327;Koturde;R04096;Reservoir;Raigad;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
846931;Kotia;68.50367324;Kotiya;R05275;Reservoir;Bhavnagar;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Shetrunji and other east flowing rivers
850166;Kotij;39.56516417;Kheradewangi;R04097;Reservoir;Sangli;Maharashtra;Krishna;Krishna Upper
850536;Kotipally Vagu /Kotepally Project;519.42621143;Burugadda;R01933;Reservoir;Vikarabad;Telangana;Krishna;Bhima Lower
849354;Kotra Khambha Reservoir;55.24759272;Kotara Khambha;R01190;Reservoir;Chitrakoot;Uttar Pradesh;Ganga;Yamuna Lower
401868;Kottalacheruvu;32.89625094;Vadla Ramapuram;R06469;Reservoir;Kurnool;Andhra Pradesh;Krishna;Krishna Middle
401869;Kottapalle Tank;122.15503224;Kothapalle;R06470;Reservoir;Kurnool;Andhra Pradesh;Krishna;Krishna Middle
850399;Kottur Reservoir;284.92133906;Kotturu;R05686;Reservoir;Ballari;Karnataka;Krishna;Tungabhadra Upper
848659;Kotwal;797.86850906;Madan Basai;R02256;Reservoir;Morena;Madhya Pradesh;Ganga;Yamuna Lower
846310;Kotwalbordi;29.63272949;Yenvihira;R04098;Reservoir;Nagpur;Maharashtra;Godavari;Weinganga
846615;Koulasanala Project;615.52348665;Mailar;R01937;Reservoir;Kamareddy;Telangana;Godavari;Manjra
849935;Koushalpur Reservoir;23.90581226;Umapur Alias Kudariya;R00284;Reservoir;Surajpur;Chhattisgarh;Mahanadi;Mahanadi Middle
846626;Kovvadakalva Reservoir;225.37606528;Lakshminarayana Devipeta;R01948;Reservoir;West Godavari;Andhra Pradesh;Godavari;Godavari Lower
849225;Kowlihalla;5.86828474;Hanur R F;R05689;Reservoir;Chamarajanagara;Karnataka;Cauvery;Cauvery Middle
846501;Koyali;24.75509504;Koyali Kh;R04099;Reservoir;Washim;Maharashtra;Godavari;Wardha
847567;Koyali-Mandvi;6.45042807;Koyali Mandvi;R06603;Reservoir;Bharuch;Gujarat;Tapi;Tapi Lower
848678;Koyalkhedi;43.27000518;Biramkhedi;R02258;Reservoir;Ujjain;Madhya Pradesh;Ganga;Chambal Upper
848778;Koya Tank;52.90427739;Koydam;R05276;Reservoir;Mahisagar;Gujarat;Mahi;Mahi Lower
849782;Koyna;9884.03769344;Nawaja;R04993;Reservoir;Satara;Maharashtra;Krishna;Krishna Upper
801138;K.P.Lakshmidevipalli B.R.;609.68738478;Heerapur;R07388;Reservoir;Ranga Reddy;Telangana;Krishna;Bhima Lower
849962;Kranti Tank;83.04957329;Mathani;R00285;Reservoir;Kabirdham;Chhattisgarh;Mahanadi;Mahanadi Upper
848806;Krishnadevarayala Cheruvu;163.86216453;Chandana;R07779;Reservoir;Anantapur;Andhra Pradesh;Pennar;Pennar Upper
849408;Krishnagiri;958.91792505;Peddatalapalli;R00858;Reservoir;Krishnagiri;Tamil Nadu;East flowing rivers between Pennar and Kanyakumari;Ponnaiyar and other
401873;Krishnagiri Balancing Reservoir;122.80851573;Krishnagiri;R06301;Reservoir;Kurnool;Andhra Pradesh;Krishna;Tungabhadra Lower
848947;Krishnapuram Tank (Chittor);69.16505293;Makamabapuram;R06392;Reservoir;Chittoor;Andhra Pradesh;East flowing rivers between Pennar and Kanyakumari;Palar and other
847670;Krishnapuri;27.31788483;Krishnapuri;R04100;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
848880;Krishna Raja Sagara;10269.65942034;Heraganahalli;R05328;Reservoir;Mandya;Karnataka;Cauvery;Cauvery Middle
850546;Krishnasamudram Reservoir;133.13310458;Jaklair;R03567;Reservoir;Narayanpet;Telangana;Krishna;Krishna Middle
850372;Krishyal Reservoir;46.02704115;Hebbal;R05690;Reservoir;Vijayapura;Karnataka;Krishna;Krishna Upper
847189;Krushnagadh;54.98673242;Mitiyala;R05277;Reservoir;Amreli;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Shetrunji and other east flowing rivers
850525;Kuanria;409.77471072;Singabhanga;R01446;Reservoir;Nayagarh;Odisha;Mahanadi;Mahanadi Lower
846958;Kuapadhar;59.74840518;Bandiya;R05278;Reservoir;Kachchh;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Drainage of Rann
849303;Kuari;15.52917818;Chakghat;R07249;Reservoir;Rewa;Madhya Pradesh;Ganga;Tons
849383;Kuba Khurd Reservoir;14.60359437;Kuwa Khurd;R01192;Reservoir;Mirzapur;Uttar Pradesh;Ganga;Upstream of Gomti confluence to Muzaffarnagar
850522;Kuchi;41.37301258;Kuchi;R04101;Reservoir;Sangli;Maharashtra;Krishna;Krishna Upper
849628;Kuda;8.11378923;Piparghat;R06722;Reservoir;Shivpuri;Madhya Pradesh;Ganga;Chambal Lower
846652;Kudala;130.93231711;Shelgaon;R01154;Reservoir;Nanded;Maharashtra;Godavari;Godavari Middle
851020;Kudki Reservoir;20.35774194;Vadavali;R04102;Reservoir;Raigad;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
850247;Kudnur;50.33096378;Kattanabhavi;R04104;Reservoir;Belagavi;Karnataka;Krishna;Krishna Upper
849093;Kudri;33.70953901;Chhuihai Tola;R06716;Reservoir;Shahdol;Madhya Pradesh;Ganga;Sone
851046;Kudup;20.22462743;Dervan;R07088;Reservoir;Ratnagiri;Maharashtra;West flowing rivers from Tapi to Tadri;Vasishti and others
847339;Kui Sagna;39.96516607;Sangna;R00482;Reservoir;Sirohi;Rajasthan;West flowing rivers of Kutch and Saurashtra including Luni;Saraswati
848935;Kukurpeta;34.3549895;Kunjabiharipur;R05828;Reservoir;Anugul;Odisha;Brahmani and Baitarni;Brahmani
848618;Kulgarhi;111.58751643;Pondee Garada;R02264;Reservoir;Satna;Madhya Pradesh;Ganga;Tons
849876;Kuliarijore M.I.P;55.46191136;Jaypur;R07108;Reservoir;Bargarh;Odisha;Mahanadi;Mahanadi Lower
850873;Kullar (Sabarigiri Aug.) (Eb) Reservoir;8.71135809;Chittar;R03536;Reservoir;Pathanamthitta;Kerala;West flowing rivers from Tadri to Kanyakumari;Periyar and others
848960;Kullursandai;372.53357517;Villipathiri;R01005;Reservoir;Virudhunagar;Tamil Nadu;East flowing rivers between Pennar and Kanyakumari;Vaippar and others
847677;Kulthe;78.75305618;Dhadari;R04105;Reservoir;Dhule;Maharashtra;Tapi;Tapi Middle
848625;Kulwa;11.34038618;Kuluwa;R02265;Reservoir;Damoh;Madhya Pradesh;Ganga;Yamuna Lower
849266;Kumaradhara Pushpadhara;21.93072529;Reserved Forest;R07174;Reservoir;Chittoor;Andhra Pradesh;East flowing rivers between Pennar and Kanyakumari;Palar and other
849553;Kumari;160.59744306;Korang;R06117;Reservoir;Purulia;West Bengal;Ganga;Damodar
850248;Kumari;29.35115196;Yamehatti;R03090;Reservoir;Kolhapur;Maharashtra;Krishna;Krishna Upper
850676;Kumarkhunti M.I.P;27.71917217;Chandaka Jogisahi;R07114;Reservoir;Khordha;Odisha;Mahanadi;Mahanadi Lower
849801;Kumathe;32.95725768;Mhaparwadi;R07021;Reservoir;Satara;Maharashtra;Krishna;Krishna Upper
846502;Kumbhali;17.61326031;Kumbhali;R04107;Reservoir;Bhandara;Maharashtra;Godavari;Weinganga
845777;Kumbharkinhi;259.18247335;Mangkinhi;R04108;Reservoir;Yavatmal;Maharashtra;Godavari;Wardha
845778;Kumbharkini;35.33786223;Mangkinhi;R04109;Reservoir;Yavatmal;Maharashtra;Godavari;Wardha
850597;Kumbhawade;76.47532913;Kumbhavde;R04110;Reservoir;Kolhapur;Maharashtra;Krishna;Krishna Upper
850609;Kumbhej;47.89170986;Kumbhej;R04111;Reservoir;Solapur;Maharashtra;Krishna;Bhima Upper
850111;Kumbhephal;7.70181556;Kumbhephal;R07026;Reservoir;Beed;Maharashtra;Krishna;Bhima Upper
850593;Kumbhi;447.31596711;Narveli;R02940;Reservoir;Kolhapur;Maharashtra;Krishna;Krishna Upper
850767;Kumbho;96.74521879;Mundabahal;R05829;Reservoir;Bargarh;Odisha;Mahanadi;Mahanadi Middle
848646;Kumedi Tank;328.00444432;Bahadurpur Khas;R02266;Reservoir;Tikamgarh;Madhya Pradesh;Ganga;Yamuna Lower
850032;Kumhari Tank;361.94964974;Nakti Kumhari;R01246;Reservoir;Raipur;Chhattisgarh;Mahanadi;Mahanadi Upper
849951;Kumharta Tank;25.10756826;Kumarta;R00286;Reservoir;Raigarh;Chhattisgarh;Mahanadi;Mahanadi Middle
848382;Kumharwara;18.7758805;Umdarh R F;R02267;Reservoir;Katni;Madhya Pradesh;Ganga;Sone
848981;Kumili Reservoir;97.36772098;Atmaramuni Agraharam;R02220;Reservoir;Vizianagaram;Andhra Pradesh;East flowing rivers between Mahanadi and Pennar;Nagvati and other
847515;Kumsadi;4.86027083;Virshet;R06733;Reservoir;Nashik;Maharashtra;Tapi;Tapi Middle
847356;Kunaria;29.19937128;Kunariya Jam;R05279;Reservoir;Kachchh;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Luni Lower
848748;Kunda Dhamena;12.67829348;Kunda;R06628;Reservoir;Dohad;Gujarat;Mahi;Mahi Upper
849185;Kundahapalam;14.96403633;Bikketti Tp;R00445;Reservoir;The Nilgiris;Tamil Nadu;Cauvery;Cauvery Middle
850881;Kundala/Sethuparvathipuram Reservoir;64.50052866;Kannan Devan Hills;R03355;Reservoir;Idukki;Kerala;West flowing rivers from Tadri to Kanyakumari;Periyar and others
850667;Kundali;6.72120567;Kurvande;R06065;Reservoir;Pune;Maharashtra;Krishna;Bhima Upper
848079;Kunda Talab;207.53711456;Dhapla;R02270;Reservoir;Dhar;Madhya Pradesh;Narmada;Narmada Middle
846403;Kundlika;506.067088;Kari;R02744;Reservoir;Beed;Maharashtra;Godavari;Godavari Middle
848258;Kundol Tank;23.93568515;Kundol Pal;R05282;Reservoir;Arvalli;Gujarat;Sabarmati;Sabarmati Upper
846224;Kundrala;245.12433848;Sugaon;R01156;Reservoir;Nanded;Maharashtra;Godavari;Manjra
848591;Kundujeta;19.69186573;Kurdujeta;R02272;Reservoir;Dhar;Madhya Pradesh;Narmada;Narmada Middle
849045;Kuni;68.05507056;Khamha;R06714;Reservoir;Shahdol;Madhya Pradesh;Ganga;Sone
849197;Kunigal Doddakere Tank;459.67417253;Bagenahalli;R05692;Reservoir;Tumakuru;Karnataka;Cauvery;Cauvery Middle
850467;Kunigal Thimmanahalli;50.10548923;Kunigal Thimmanahalli;R05693;Reservoir;Tumakuru;Karnataka;Krishna;Tungabhadra Lower
847420;Kunjnara;17.10029272;Kandagara Nana;R07821;Reservoir;Kachchh;Gujarat;West flowing rivers of Kutch and Saurashtra including Luni;Drainage of Rann
847673;Kunjur-Ii;29.39886305;Adalase;R04116;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
850635;Kunkuna Reservoir;9.17149492;Dhouramunda;R00287;Reservoir;Korba;Chhattisgarh;Mahanadi;Mahanadi Middle
850596;Kunsawali;25.65813305;Achaler;R04117;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Lower
849137;Kunwarpur;214.49211443;Hansdand;R01002;Reservoir;Surguja;Chhattisgarh;Ganga;Sone
850363;Kuppakaddi Reservoir;65.08467423;Dudihal;R05694;Reservoir;Vijayapura;Karnataka;Krishna;Krishna Upper
845969;Kuppakanti;50.22341811;Kupkal;R03569;Reservoir;Nizamabad;Telangana;Godavari;Pranhita and others
849580;Kuppanatham;184.4581028;Kilaiyur;R07427;Reservoir;Tiruvannamalai;Tamil Nadu;East flowing rivers between Pennar and Kanyakumari;Palar and other
849669;Kuppareddy;42.39933892;Uttarahalli Manavarthekaval;R07532;Reservoir;Bengaluru Urban;Karnataka;Cauvery;Cauvery Middle
846565;Kupta;76.1497657;Kupta;R07201;Reservoir;Washim;Maharashtra;Godavari;Wardha
845865;Kupti;16.86601352;Kupti Bk;R04118;Reservoir;Nanded;Maharashtra;Godavari;Wardha
849639;Kureijodi;38.94919903;Reserve Forest;R05830;Reservoir;Kendujhar;Odisha;Brahmani and Baitarni;Baitarni
848499;Kurha (Bhusawal);74.19859022;Bhusawal;R07359;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
848531;Kurha Dam;79.31424051;Kurhe Pr Nashirabad;R04119;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
847700;Kurhadwakdi;31.78101283;Kurhad Bk;R04120;Reservoir;Jalgaon;Maharashtra;Tapi;Tapi Middle
847298;Kurje;456.6741731;Khubale;R03087;Reservoir;Palghar;Maharashtra;West flowing rivers from Tapi to Tadri;Bhatsol and others
845851;Kurla;33.63177379;Barhanpur;R06811;Reservoir;Beed;Maharashtra;Godavari;Godavari Middle
850615;Kurnur;523.82729141;Chikundra;R04122;Reservoir;Osmanabad;Maharashtra;Krishna;Bhima Lower
847585;Kursi;45.69548936;Ghudiya Purani;R02278;Reservoir;Betul;Madhya Pradesh;Tapi;Tapi Upper
850031;Kurud Tank;201.66986128;Bahnakadi;R06561;Reservoir;Raipur;Chhattisgarh;Mahanadi;Mahanadi Upper
401864;Kurukunda Tank;61.89515829;Kurukunda;R06471;Reservoir;Kurnool;Andhra Pradesh;Krishna;Krishna Middle
801140;Kurumurthyraya B.R.;2222.88411773;Thirumalagiri;R07387;Reservoir;Mahabubnagar;Telangana;Krishna;Krishna Middle
849850;Kurung Tank;3352.21539232;Beltara;R00985;Reservoir;Bilaspur;Chhattisgarh;Mahanadi;Mahanadi Upper
850195;Kurwali (Bk);65.76606723;Jaoli;R07045;Reservoir;Satara;Maharashtra;Krishna;Bhima Upper
848892;Kushalpura;704.86358751;Nalkheda;R07314;Reservoir;Rajgarh;Madhya Pradesh;Ganga;Kali Sindh and others up to Confluence with Parbati
848804;Kushavathi Dam;82.70165584;Papepalle;R07777;Reservoir;Chittoor;Andhra Pradesh;Pennar;Pennar Upper
849940;Kusmaha Tank;28.91333921;Kerajharia;R00288;Reservoir;Korea;Chhattisgarh;Mahanadi;Mahanadi Middle
848019;Kusmeli;42.42487112;Panari;R02279;Reservoir;Sehore;Madhya Pradesh;Narmada;Narmada Upper
850503;Kusunpur;369.01374302;Nidhipur;R07291;Reservoir;Cuttack;Odisha;Mahanadi;Mahanadi Lower
845694;Kutari Nalla;19.70115573;Mohgaon Pateli Mal;R02280;Reservoir;Balaghat;Madhya Pradesh;Godavari;Weinganga
847555;Kutdhar;61.66791537;Kuwan;R02281;Reservoir;Katni;Madhya Pradesh;Narmada;Narmada Upper
849223;Kuthiraiyar;75.21059722;Andipatti;R00859;Reservoir;Dindigul;Tamil Nadu;Cauvery;Cauvery Middle
850955;Kutiyar Diversion;1.44698226;Vagamon;R07308;Reservoir;Idukki;Kerala;West flowing rivers from Tadri to Kanyakumari;Periyar and others
848610;Kutni Reservoir;2086.92700149;Imiliya Kheda;R02283;Reservoir;Chhatarpur;Madhya Pradesh;Ganga;Yamuna Lower
848721;Kuttardoh;38.98651651;Kutardoh;R06742;Reservoir;Washim;Maharashtra;Tapi;Tapi Upper
846089;Kuttarwadi;44.84341196;Kuttarwadi;R04123;Reservoir;Ahmednagar;Maharashtra;Godavari;Godavari Middle
846598;Kuttatbari;0.72945385;Dongarwadi;R07368;Reservoir;Ahmednagar;Maharashtra;Godavari;Godavari Upper
848887;Kuttiyadi  Aug. Spillway;0.07154733;Chundale;R07238;Reservoir;Wayanad;Kerala;Cauvery;Cauvery Middle
